spanish	english	pos	cefr	tags
comprensión	understanding	noun	B1.1	philosophy
comprobar	to verify	verb	B1.1	education|tech
comprometerse	to commit	verb	B1.1	reflexive|work
compromiso	commitment	adj	B1.1	philosophy|work
comunicación	communication	adj	B1.1	work
comunicado	statement	adj	B1.1	
común	common	adj	B1.1	philosophy
con base en	based on	phrase	B1.1	philosophy
con motivo de	on the occasion of	phrase	B1.1	philosophy
con respecto a	with respect to	phrase	B1.1	philosophy
con tal de que	provided that	phrase	B1.1	philosophy
concluir	to conclude	verb	B1.1	education|philosophy
conclusión	conclusion	noun	B1.1	education
concreto	concrete	adj	B1.1	philosophy
condenar	to condemn	verb	B1.1	society
conducta	conduct	noun	B1.1	health
conferencia	conference	noun	B1.1	
confiable	reliable	adj	B1.1	work
confianza	trust, confidence	noun	B1.1	philosophy
confiar	to trust	verb	B1.1	health|philosophy
configurar	to configure	verb	B1.1	tech
confirmar	to confirm	verb	B1.1	education|philosophy|tech
conformidad	conformity	noun	B1.1	health
confusión	confusion	noun	B1.1	
confuso	confusing	adj	B1.1	philosophy
congreso	congress	noun	B1.1	
conseguir	to manage to, to achieve	verb	B1.1	philosophy|work
conservación	conservation	noun	B1.1	
conservador	conservative	adj	B1.1	society
conservatorio	conservatory	noun	B1.1	media
considerablemente	considerably	adv	B1.1	philosophy
considerar	to consider	verb	B1.1	education|philosophy
consistente	consistent	adj	B1.1	philosophy
constancia	perseverance	noun	B1.1	work
constantemente	constantly	adv	B1.1	time
constitución	constitution	noun	B1.1	society
construir	to build	verb	B1.1	tech
contagio	contagion	noun	B1.1	
contaminación	pollution	noun	B1.1	
contaminar	to pollute	verb	B1.1	
contenido	content	adj	B1.1	
contexto	context	noun	B1.1	
continuamente	continuously	adv	B1.1	time
continuar + gerund	to continue doing	phrase	B1.1	philosophy
contraargumento	counterargument	adj	B1.1	education
contradecir	to contradict	verb	B1.1	education|philosophy
contrastar	to contrast	verb	B1.1	education
contraste	contrast	noun	B1.1	education
contrato indefinido	permanent contract	phrase	B1.1	
contrato temporal	temporary contract	phrase	B1.1	
contribuir	to contribute	verb	B1.1	society
control	control	noun	B1.1	work
convencional	conventional	adj	B1.1	philosophy
cooperar	to cooperate	verb	B1.1	society
coordinación	coordination	noun	B1.1	work
corresponsal	correspondent	adj	B1.1	
costumbre	custom	noun	B1.1	
creación	creation	noun	B1.1	media
crear	to create	verb	B1.1	media|tech|work
creatividad	creativity	noun	B1.1	media
creativo	creative	adj	B1.1	media|work
crecer	to grow	verb	B1.1	work
crecimiento profesional	professional growth	phrase	B1.1	work
creencia	belief	noun	B1.1	philosophy
creer	to believe	verb	B1.1	health|philosophy
criminalidad	crime	noun	B1.1	society
crisis	crisis	noun	B1.1	society
criticar	to criticize, to critique	verb	B1.1	education|media|society
crueldad	cruelty	noun	B1.1	health
cruelmente	cruelly	adv	B1.1	health
crédito	credit	noun	B1.1	
crítica	critique, criticism	adj	B1.1	education
crítico	critic	adj	B1.1	
crónica	chronicle	adj	B1.1	media
cualificación	qualification	adj	B1.1	
cualitativo	qualitative	adj	B1.1	tech
cualquiera	whatever, whichever	adj	B1.1	philosophy
cuando	when	verb	B1.1	philosophy
cuantitativo	quantitative	adj	B1.1	tech
cuanto	as much, many as	pron	B1.1	philosophy
cuestión social	social issue	phrase	B1.1	society
culpa	guilt	noun	B1.1	
cultura	culture	noun	B1.1	media
currículum vitae	resume, CV	phrase	B1.1	
cuyo	whose	pron	B1.1	philosophy
cámara	chamber	noun	B1.1	
célula madre	stem cell	phrase	B1.1	
código	code	noun	B1.1	
dado que	given that	phrase	B1.1	philosophy
danza	dance	noun	B1.1	media
dato	data point	noun	B1.1	education
datos	data	noun	B1.1	education
dañar	to damage	verb	B1.1	
de acuerdo con	according to	phrase	B1.1	philosophy
de hecho	in fact	phrase	B1.1	philosophy
debate	debate	noun	B1.1	
deberes	duties	noun	B1.1	philosophy
debido a que	due to the fact that	phrase	B1.1	philosophy
decano	dean	noun	B1.1	
decepción	disappointment	adj	B1.1	
dedicación	dedication	adj	B1.1	work
dedicado	dedicated	adj	B1.1	work
dedicarse	to dedicate oneself	verb	B1.1	reflexive|work
deducción	deduction	noun	B1.1	education|philosophy
deducir	to deduce	verb	B1.1	education|philosophy
defender	to defend	verb	B1.1	education|society
definición	definition	noun	B1.1	education
definir	to define	verb	B1.1	education
definitivamente	definitively	adv	B1.1	time
deforestación	deforestation	noun	B1.1	
dejar de	to stop doing	phrase	B1.1	philosophy
delegación	delegation	noun	B1.1	work
delincuencia	delinquency	noun	B1.1	society
democrático	democratic	adj	B1.1	society
demostración	demonstration	noun	B1.1	education|philosophy
demostrar	to demonstrate	verb	B1.1	education|philosophy|tech
denunciar	to denounce	verb	B1.1	society
departamento	department	adj	B1.1	
deporte	sport	noun	B1.1	
deportista profesional	professional athlete	phrase	B1.1	
derecho	right, law	noun	B1.1	society
derechos	rights	noun	B1.1	philosophy
dermatólogo	dermatologist	noun	B1.1	
derrota	defeat	noun	B1.1	
desarrollar	to develop	verb	B1.1	society|tech|work
desarrollarse	to develop	verb	B1.1	reflexive|work
desarrollo profesional	professional development	phrase	B1.1	work
desastre natural	natural disaster	phrase	B1.1	
desconfianza	distrust	noun	B1.1	
desconfiar	to distrust	verb	B1.1	health|philosophy
describir	to describe	verb	B1.1	education
descripción	description	noun	B1.1	education
descubrimiento	discovery	noun	B1.1	tech
descubrir	to discover	verb	B1.1	tech
desde luego	of course	phrase	B1.1	philosophy
desdén	disdain	noun	B1.1	health
desecho	waste	noun	B1.1	
desempleo	unemployment	adj	B1.1	
desequilibrio	imbalance	adj	B1.1	health
desesperación	desperation	noun	B1.1	
desesperanza	hopelessness	adj	B1.1	philosophy
deshonestidad	dishonesty	adj	B1.1	
desigual	unequal	adj	B1.1	society
desigualdad	inequality	adj	B1.1	philosophy|society
desinformación	misinformation	noun	B1.1	
despiadadamente	mercilessly	adv	B1.1	health
despido	dismissal	adj	B1.1	
despreciar	to despise	verb	B1.1	health
desprecio	contempt	noun	B1.1	health
destacarse	to stand out	verb	B1.1	reflexive|work
destreza	skill	noun	B1.1	work
destruir	to destroy	verb	B1.1	
detallado	detailed	adj	B1.1	education
determinación	determination	noun	B1.1	work
deuda	debt	noun	B1.1	
diagnóstico	diagnosis	noun	B1.1	
dibujar	to draw	verb	B1.1	media
dibujo	drawing	noun	B1.1	media
diestro	skilled	adj	B1.1	work
digital	digital	adj	B1.1	tech
digitalización	digitalization	adj	B1.1	tech
digitalizar	to digitize	verb	B1.1	tech|work
dignidad	dignity	noun	B1.1	
dimensión	dimension	noun	B1.1	education
dimisión	resignation	noun	B1.1	
dinámico	dynamic	adj	B1.1	work
diputado	deputy, congressman, representative	adj	B1.1	society
dirigir	to direct	verb	B1.1	media|work
disciplina	discipline	noun	B1.1	work
discriminación	discrimination	noun	B1.1	society
discurso	speech	noun	B1.1	
discusión	discussion	noun	B1.1	
diseñar	to design	verb	B1.1	media|tech|work
diseño	design	noun	B1.1	
disfrutar	to enjoy	verb	B1.1	health
disgusto	disgust	noun	B1.1	
dispositivo	device	adj	B1.1	
diversidad cultural	cultural diversity	phrase	B1.1	
doctorado	doctorate, PhD	noun	B1.1	
dominar	to master	verb	B1.1	work
dominio	mastery	noun	B1.1	work
don	gift	noun	B1.1	media|work
donación de órganos	organ donation	phrase	B1.1	
donde	where	pron	B1.1	philosophy
dondequiera	wherever	adv	B1.1	philosophy
dopaje	doping	noun	B1.1	
dramático	dramatic	adj	B1.1	media
duda	doubt	noun	B1.1	philosophy
dudar	to doubt	verb	B1.1	health|philosophy
dulcemente	sweetly	adv	B1.1	health
déficit	deficit	adj	B1.1	
día libre	day off	phrase	B1.1	
echarse a	to start doing	phrase	B1.1	philosophy
ecografía	ultrasound	noun	B1.1	
ecosistema	ecosystem	noun	B1.1	
editar	to edit	verb	B1.1	media
editorial	publisher, editorial	adj	B1.1	
efecto invernadero	greenhouse effect	phrase	B1.1	
eficaz	effective	adj	B1.1	work
eficiente	efficient	adj	B1.1	work
egoísmo	selfishness	adj	B1.1	health
ejemplo	example	noun	B1.1	education
ejercicio	exercise	noun	B1.1	
el	the one who, that, which	det	B1.1	philosophy
elecciones	elections	noun	B1.1	
elección	election	noun	B1.1	society
elegante	elegant	adj	B1.1	media
elemental	elementary	adj	B1.1	philosophy
emergencia	emergency	noun	B1.1	society
emigración	emigration	noun	B1.1	
emisión	emission	noun	B1.1	
emisor	sender	noun	B1.1	
emisora	station	noun	B1.1	
emoción	emotion	noun	B1.1	
emotivo	emotional	adj	B1.1	media
empate	tie, draw	noun	B1.1	
empatía	empathy	noun	B1.1	health
empeño	effort	noun	B1.1	work
empírico	empirical	adj	B1.1	education|tech
en cambio	on the other hand	connector	B1.1	philosophy
en conclusión	in conclusion	connector	B1.1	philosophy
en consecuencia	consequently	connector	B1.1	philosophy
en contra de	against	phrase	B1.1	philosophy
en cuanto a	as for	phrase	B1.1	philosophy
en efecto	indeed	phrase	B1.1	philosophy
en el ínterin	in the meantime	phrase	B1.1	time
en función de	depending on	phrase	B1.1	philosophy
en lugar de	instead of	phrase	B1.1	philosophy
en primer lugar	first of all	connector	B1.1	philosophy
en realidad	actually	phrase	B1.1	philosophy
en relación con	in relation to	phrase	B1.1	philosophy
en resumen	in summary	connector	B1.1	philosophy
en segundo lugar	secondly	connector	B1.1	philosophy
en tanto que	while	phrase	B1.1	philosophy
en torno a	around (topic)	phrase	B1.1	philosophy
en vez de	instead of	phrase	B1.1	philosophy
encuesta	poll, survey	noun	B1.1	
energía eólica	wind energy	phrase	B1.1	
energía renovable	renewable energy	phrase	B1.1	
energía solar	solar energy	phrase	B1.1	
enfermedad aguda	acute disease	phrase	B1.1	
enfermedad crónica	chronic disease	phrase	B1.1	
enfermedad terminal	terminal illness	phrase	B1.1	
enfoque	approach	noun	B1.1	education|work
enormemente	enormously	adv	B1.1	philosophy
enseñanza primaria	primary education	phrase	B1.1	
enseñanza secundaria	secondary education	phrase	B1.1	
entender	to understand	verb	B1.1	philosophy
enteramente	entirely	adv	B1.1	philosophy
entrenador	coach	noun	B1.1	
entrenamiento	training	noun	B1.1	
entretenimiento	entertainment	adj	B1.1	
entrevista	interview	noun	B1.1	
entrevista laboral	job interview	phrase	B1.1	
entrevistado	interviewee	noun	B1.1	
entrevistador	interviewer	noun	B1.1	
envidia	envy	noun	B1.1	
epidemia	epidemic	adj	B1.1	
equilibrio	balance	adj	B1.1	health
equipo	team	noun	B1.1	
erupción volcánica	volcanic eruption	phrase	B1.1	
esclavitud	slavery	noun	B1.1	philosophy
escribir	to write	verb	B1.1	media
esculpir	to sculpt	verb	B1.1	media
escultura	sculpture	noun	B1.1	media
escáner	scanner	verb	B1.1	
esencial	essential	adj	B1.1	philosophy
esforzarse	to make an effort	verb	B1.1	reflexive|work
esfuerzo	effort	noun	B1.1	work
especialista	specialist	adj	B1.1	
especialización	specialization	adj	B1.1	work
especializado	specialized	adj	B1.1	work
especializarse	to specialize	verb	B1.1	reflexive|work
especialmente	especially	adv	B1.1	philosophy
especie	species	noun	B1.1	
especie en peligro de extinción	endangered species	phrase	B1.1	
espectador	viewer	noun	B1.1	
esperanza	hope	noun	B1.1	philosophy
estabilidad	stability	noun	B1.1	health
estado	state	noun	B1.1	society
estado de ánimo	mood	phrase	B1.1	
estado mental	mental state	phrase	B1.1	health
estadística	statistics	adj	B1.1	education
estar a punto de	to be about to	phrase	B1.1	philosophy
estereotipo	stereotype	noun	B1.1	
estilo	style	noun	B1.1	media|work
estimar	to estimate, to esteem	verb	B1.1	education|health|philosophy
estrategia	strategy	noun	B1.1	work
estructura	structure	noun	B1.1	
estrés	stress	noun	B1.1	
estudiar	to study	verb	B1.1	education|philosophy|tech
estudio	study	noun	B1.1	education
estética	aesthetics	adj	B1.1	
estético	aesthetic	adj	B1.1	media
evaluación	evaluation	adj	B1.1	education
evaluación continua	continuous assessment	phrase	B1.1	
evaluar	to evaluate	verb	B1.1	education|media
eventualmente	eventually	adv	B1.1	time
evidencia	evidence	noun	B1.1	education
evidenciar	to evidence	verb	B1.1	education|philosophy|tech
evidente	evident	adj	B1.1	philosophy
exactamente	exactly	adv	B1.1	philosophy
exacto	exact	adj	B1.1	education|tech
examen escrito	written exam	phrase	B1.1	
examen final	final exam	phrase	B1.1	
examen oral	oral exam	phrase	B1.1	
examen parcial	midterm exam	phrase	B1.1	
examinar	to examine	verb	B1.1	education|philosophy|tech
excepcional	exceptional	adj	B1.1	philosophy
excluido	excluded	adj	B1.1	society
exclusión	exclusion	noun	B1.1	society
exhaustivo	exhaustive	adj	B1.1	education
exhibición	exhibition	noun	B1.1	media
exhibir	to exhibit	verb	B1.1	media
exigir	to demand	verb	B1.1	society
exitoso	successful	adj	B1.1	work
experiencia	experience	noun	B1.1	work
experiencia laboral	work experience	phrase	B1.1	
experimentado	experienced	adj	B1.1	work
experimental	experimental	adj	B1.1	education|media|tech
experimentar	to experience, to experiment	verb	B1.1	education|health|tech
experimento	experiment	adj	B1.1	education|tech
experto	expert	adj	B1.1	work
explicación	explanation	noun	B1.1	education
explicar	to explain	verb	B1.1	education|philosophy
exponer	to display	verb	B1.1	media
exposición	presentation, exhibition	adj	B1.1	media
expresivo	expressive	adj	B1.1	media
expresión	expression	noun	B1.1	media
expresión artística	artistic expression	phrase	B1.1	
exquisito	exquisite	adj	B1.1	media
extranjería	immigration office, status	adj	B1.1	
extraordinariamente	extraordinarily	adv	B1.1	philosophy
extraordinario	extraordinary	adj	B1.1	media|philosophy
extremista	extremist	noun	B1.1	
fabricar	to manufacture	verb	B1.1	tech
factor	factor	noun	B1.1	education
facultad	faculty	noun	B1.1	
fascinación	fascination	noun	B1.1	health
fe	faith	noun	B1.1	philosophy
feo	ugly	adj	B1.1	media
fervientemente	fervently	adv	B1.1	health
filmar	to film	verb	B1.1	media
filosófico	philosophical	adj	B1.1	philosophy
fin	end, purpose	noun	B1.1	philosophy
finalmente	finally	adv	B1.1	time
fisioterapeuta	physiotherapist	noun	B1.1	
flexibilidad	flexibility	noun	B1.1	health
fomentar	to foster	verb	B1.1	society
formación	training	noun	B1.1	
formación profesional	vocational training	phrase	B1.1	
formarse	to train	verb	B1.1	reflexive|work
foro	forum	noun	B1.1	
fotografiar	to photograph	verb	B1.1	media
fotografía	photography	noun	B1.1	media
fracaso	failure	noun	B1.1	
frecuentemente	frequently	adv	B1.1	time
frontera	border	noun	B1.1	
frustración	frustration	noun	B1.1	
fuente	source	noun	B1.1	
fuerza	strength	noun	B1.1	
fundación	foundation	noun	B1.1	philosophy
fundamentación	foundation	noun	B1.1	education
fundamental	fundamental	adj	B1.1	philosophy
fundamentar	to base	verb	B1.1	education|philosophy
fundamento	foundation	noun	B1.1	philosophy
gabinete	cabinet	noun	B1.1	
ganar	to earn	verb	B1.1	work
generosidad	generosity	noun	B1.1	health
genio	genius	noun	B1.1	
geología	geology	noun	B1.1	tech
ginecólogo	gynecologist	noun	B1.1	
glóbulo	blood cell	noun	B1.1	
gobierno	government	adj	B1.1	society
gozar	to enjoy	verb	B1.1	health
grabar	to record	verb	B1.1	media
grado universitario	university degree	phrase	B1.1	
gratitud	gratitude	noun	B1.1	
género	genre	noun	B1.1	media
habilidad	skill	noun	B1.1	media|work
habilidades	skills	noun	B1.1	
hardware	hardware	noun	B1.1	tech
hermoso	beautiful	adj	B1.1	media
herramienta	tool	adv	B1.1	
hipótesis	hypothesis	noun	B1.1	education|philosophy|tech
homofobia	homophobia	noun	B1.1	
honestidad	honesty	noun	B1.1	philosophy
horario flexible	flexible schedule	phrase	B1.1	
horas extraordinarias	overtime	phrase	B1.1	
huelga	strike	noun	B1.1	
humildad	humility	noun	B1.1	
huracán	hurricane	adj	B1.1	
hábil	skillful	adj	B1.1	work
hábitat	habitat	noun	B1.1	
identidad	identity	adj	B1.1	health
identidad cultural	cultural identity	phrase	B1.1	
ideología	ideology	noun	B1.1	
idolatrar	to idolize	verb	B1.1	health
ignorancia	ignorance	noun	B1.1	philosophy
igual	equal	adj	B1.1	society
igualdad	equality	adj	B1.1	philosophy
ilógico	illogical	adj	B1.1	philosophy
imaginación	imagination	noun	B1.1	media
imaginar	to imagine	verb	B1.1	philosophy
imaginativo	imaginative	adj	B1.1	media
impaciencia	impatience	noun	B1.1	
imparcial	impartial	adj	B1.1	education
impuesto	tax	noun	B1.1	
impuesto sobre la renta	income tax	phrase	B1.1	
impulsar	to drive	verb	B1.1	society|work
incluido	included	adj	B1.1	society
inclusión	inclusion	noun	B1.1	society
incoherente	incoherent	adv	B1.1	philosophy
inconsciencia	unconsciousness	adj	B1.1	health
inconsistente	inconsistent	adj	B1.1	philosophy
increíblemente	incredibly	adv	B1.1	philosophy
indemnización	compensation	noun	B1.1	
indiferencia	indifference	noun	B1.1	health
indignación	indignation	noun	B1.1	health
inducir	to induce	verb	B1.1	philosophy
inesperadamente	unexpectedly	adv	B1.1	time
inestabilidad	instability	noun	B1.1	health
infección	infection	noun	B1.1	
inferir	to infer	verb	B1.1	education|philosophy
inflación	inflation	noun	B1.1	
influir	to influence	verb	B1.1	media
información	information	noun	B1.1	
informática	computer science	noun	B1.1	tech
ingeniería genética	genetic engineering	phrase	B1.1	tech
injusto	unfair	adj	B1.1	society
inmadurez	immaturity	noun	B1.1	health
inmigración	immigration	noun	B1.1	
innovación	innovation	noun	B1.1	tech
innovador	innovative	adj	B1.1	media|philosophy|tech|work
innovar	to innovate	verb	B1.1	tech|work
insistir	to insist	verb	B1.1	work
inspiración	inspiration	noun	B1.1	health|media|work
inspirar	to inspire	verb	B1.1	media
instalar	to install	verb	B1.1	tech
instrumento	instrument	adj	B1.1	media
integrado	integrated	adj	B1.1	society
intelectual	intellectual	adj	B1.1	education
inteligencia artificial	artificial intelligence	phrase	B1.1	tech
intensamente	intensely	adv	B1.1	health
intentar	to try	verb	B1.1	philosophy
internet	internet	noun	B1.1	
interpretación	interpretation, performance	noun	B1.1	education|media|philosophy
interpretar	to interpret	verb	B1.1	education|media|philosophy
intolerante	intolerant	adj	B1.1	society
inundación	flood	noun	B1.1	
inventar	to invent	verb	B1.1	tech|work
invento	invention	adj	B1.1	
investigación	research	noun	B1.1	education
investigación científica	scientific research	phrase	B1.1	tech
investigar	to investigate, to research	verb	B1.1	education|philosophy|tech
inválido	invalid	adj	B1.1	philosophy
ira	anger	noun	B1.1	
irrazonable	unreasonable	adj	B1.1	philosophy
jubilación	retirement	adj	B1.1	
jugador	player	noun	B1.1	
juicio	trial, judgment	adj	B1.1	philosophy
justicia	justice	adv	B1.1	philosophy|society
justificación	justification	adv	B1.1	education
justificar	to justify	verb	B1.1	education|philosophy
justo	fair	adj	B1.1	society
laboratorio	laboratory	noun	B1.1	tech
lealtad	loyalty	adj	B1.1	
lector	reader	noun	B1.1	
legislación	legislation	noun	B1.1	
lesión	injury	noun	B1.1	
ley	law	noun	B1.1	society
liberal	liberal	adj	B1.1	society
libertad	freedom	noun	B1.1	philosophy
libre	free	adj	B1.1	society
licenciatura	bachelor's degree	noun	B1.1	
liga	league	noun	B1.1	
literatura	literature	noun	B1.1	media
llegar a	to manage to	phrase	B1.1	philosophy
llevar + gerund	to have been doing	phrase	B1.1	philosophy
lo cual	which (referring to idea)	phrase	B1.1	philosophy
lo que	what, that which	phrase	B1.1	philosophy
lograr	to manage to, to achieve	verb	B1.1	philosophy|work
logro	achievement	adj	B1.1	work
los	which (plural)	det	B1.1	philosophy
luchar	to fight	verb	B1.1	society|work
lógico	logical	adj	B1.1	philosophy
madurez	maturity	noun	B1.1	health
magnífico	magnificent	adj	B1.1	media
maldad	evil, malice	adj	B1.1	health
manejo	handling	noun	B1.1	work
manifestación	demonstration, protest	noun	B1.1	
manifestar	to demonstrate	verb	B1.1	society
manual	manual	adj	B1.1	tech
marginado	marginalized	adj	B1.1	society
matemáticas	mathematics	adj	B1.1	tech
matrícula	enrollment, tuition	adj	B1.1	
medalla	medal	adj	B1.1	
medio ambiente	environment	phrase	B1.1	
medio de comunicación	media	phrase	B1.1	
mediocre	mediocre	adj	B1.1	media
medir	to measure	verb	B1.1	education|tech
meditar	to meditate	verb	B1.1	philosophy
melancolía	melancholy	noun	B1.1	health
mensaje	message	noun	B1.1	
mente	mind	adv	B1.1	health
mentira	lie	noun	B1.1	philosophy
merecer	to deserve	verb	B1.1	work
meta	goal	adj	B1.1	philosophy|work
metodología	methodology	noun	B1.1	education
