spanish	english	pos	cefr	tags
relajante	relaxing	adj	A2.1	travel
aventurero	adventurous	adj	A2.1	travel
cultural	cultural	adj	A2.1	travel
histórico	historical	adj	A2.1	travel
turístico	touristic	adj	A2.1	travel
exótico	exotic	adj	A2.1	travel
tropical	tropical	adj	A2.1	travel
internacional	international	adj	A2.1	travel
doméstico	domestic	adj	A2.1	travel
caro	expensive	adj	A2.1	travel
barato	cheap	adj	A2.1	travel
entretenimiento	entertainment	noun	A2.1	media
función	show, performance	noun	A2.1	media
representación	performance	noun	A2.1	media
recital	recital	noun	A2.1	media
obra de teatro	play	phrase	A2.1	media
musical	musical	noun	A2.1	media
ópera	opera	noun	A2.1	media
ballet	ballet	noun	A2.1	media
circo	circus	noun	A2.1	media
festival	festival	noun	A2.1	media
feria	fair	noun	A2.1	media
medios	media	noun	A2.1	media
revista	magazine	noun	A2.1	media
programa	program	noun	A2.1	media
noticia	news	adj	A2.1	media
noticias	news	adj	A2.1	media
reportaje	report	noun	A2.1	media
entrevista	interview	noun	A2.1	media
comercial	commercial	noun	A2.1	media
película	movie	noun	A2.1	media
film	film	noun	A2.1	media
temporada	season	noun	A2.1	media
género	genre	noun	A2.1	media
romance	romance	noun	A2.1	media
suspenso	suspense	noun	A2.1	media
animación	animation	noun	A2.1	media
actor	actor, actress	noun	A2.1	media
reparto	cast	noun	A2.1	media
trama	plot	noun	A2.1	media
guión	script	noun	A2.1	media
banda sonora	soundtrack	phrase	A2.1	media
disfrutar	to enjoy	verb	A2.1	media
entretenerse	to entertain oneself	verb	A2.1	media|reflexive
comentar	to comment	verb	A2.1	media
opinar	to give an opinion	verb	A2.1	media
entretenido	entertaining	adj	A2.1	media
fascinante	fascinating	adj	A2.1	media
conmovedor	moving	adj	A2.1	media
gracioso	funny	adj	A2.1	media
triste	sad	adj	A2.1	media
dramático	dramatic	adj	A2.1	media
romántico	romantic	adj	A2.1	media
aterrador	terrifying	adj	A2.1	media
suspensivo	suspenseful	adj	A2.1	media
educativo	educational	adj	A2.1	media
artístico	artistic	adj	A2.1	media
clásico	classic	adj	A2.1	media
popular	popular	verb	A2.1	media
famoso	famous	adj	A2.1	media
