spanish	english	pos	cefr	tags
detrás de	behind	phrase	A2.1	
al lado de	next to, beside	phrase	A2.1	
cerca de	near, close to	phrase	A2.1	
lejos de	far from	phrase	A2.1	
a través de	through	phrase	A2.1	
alrededor de	around	phrase	A2.1	
antes de	before	phrase	A2.1	
después de	after	phrase	A2.1	
en lugar de	instead of	phrase	A2.1	
a pesar de	in spite of	phrase	A2.1	
además de	besides, in addition to	phrase	A2.1	
desde que	since (time)	conj	A2.1	
hasta que	until	conj	A2.1	
tan pronto como	as soon as	conj	A2.1	
mientras que	whereas	conj	A2.1	
sino	but (after negative)	conj	A2.1	
sino que	but rather	conj	A2.1	
también	also	connector	A2.1	
tampoco	neither, not either	connector	A2.1	
en cambio	on the other hand	connector	A2.1	
es decir	that is to say	connector	A2.1	
soler	to usually do	verb	A2.1	
acabar de	to have just	phrase	A2.1	
volver a	to do again	phrase	A2.1	
dejar de	to stop doing	phrase	A2.1	
empezar a	to begin to	phrase	A2.1	
terminar de	to finish doing	phrase	A2.1	
tratar de	to try to	phrase	A2.1	
pensar + infinitive	to plan to	phrase	A2.1	
necesitar	to need	verb	A2.1	
preferir	to prefer	verb	A2.1	
ya	already, now	verb	A2.1	time
todavía	still	verb	A2.1	time
aún	still, even	verb	A2.1	time
apenas	barely, hardly	verb	A2.1	time
recién	recently, just	verb	A2.1	time
últimamente	lately	verb	A2.1	time
recientemente	recently	verb	A2.1	time
anteriormente	previously	verb	A2.1	time
inmediatamente	immediately	verb	A2.1	time
finalmente	finally	verb	A2.1	time
generalmente	generally	verb	A2.1	time
especialmente	especially	verb	A2.1	time
particularmente	particularly	verb	A2.1	time
principalmente	mainly	verb	A2.1	time
igual	equal, same	adj	A2.1	
distinto	different	adj	A2.1	
verdadero	true, real	adj	A2.1	
imperfecto	imperfect	adj	A2.1	
completo	complete	adj	A2.1	
incompleto	incomplete	adj	A2.1	
suficiente	enough	adj	A2.1	
insuficiente	insufficient	adj	A2.1	
necesario	necessary	adj	A2.1	
innecesario	unnecessary	adj	A2.1	
personalidad	personality	noun	A2.1	
carácter	character	noun	A2.1	
simpático	nice, friendly	adj	A2.1	
antipático	unfriendly	adj	A2.1	
cruel	cruel	adj	A2.1	
tímido	shy	adj	A2.1	
extrovertido	outgoing	adj	A2.1	
introvertido	introverted	adj	A2.1	
generoso	generous	adj	A2.1	
honesto	honest	adj	A2.1	
mentiroso	lying, dishonest	adj	A2.1	
tonto	silly, stupid	adj	A2.1	
serio	serious	adj	A2.1	
trabajador	hardworking	adj	A2.1	
perezoso	lazy	adj	A2.1	
comportarse	to behave	verb	A2.1	reflexive
actuar	to act	verb	A2.1	media
mentir	to lie	verb	A2.1	
engañar	to deceive	verb	A2.1	
confiar	to trust	verb	A2.1	
desconfiar	to distrust	verb	A2.1	
respetar	to respect	verb	A2.1	
admirar	to admire	verb	A2.1	
despreciar	to despise	verb	A2.1	
criticar	to criticize	verb	A2.1	media
elogiar	to praise	verb	A2.1	
juzgar	to judge	verb	A2.1	
emoción	emotion	noun	A2.1	
sentimiento	feeling	noun	A2.1	
estado de ánimo	mood	phrase	A2.1	
nervioso	nervous	adj	A2.1	
ansioso	anxious	adj	A2.1	
preocupado	worried	adj	A2.1	
relajado	relaxed	adj	A2.1	
tranquilo	calm	adj	A2.1	
estresado	stressed	adj	A2.1	
confundido	confused	adj	A2.1	
inseguro	insecure	adj	A2.1	
celoso	jealous	adj	A2.1	
envidioso	envious	adj	A2.1	
enamorado	in love	adj	A2.1	
decepcionado	disappointed	adj	A2.1	
asombrado	amazed	adj	A2.1	
aliviado	relieved	adj	A2.1	
frustrado	frustrated	adj	A2.1	
molesto	annoyed	adj	A2.1	
furioso	furious	adj	A2.1	
entusiasmado	enthusiastic	adj	A2.1	
motivado	motivated	adj	A2.1	
desanimado	discouraged	adj	A2.1	
esperanzado	hopeful	adj	A2.1	
desesperanzado	hopeless	adj	A2.1	
satisfecho	satisfied	adj	A2.1	
insatisfecho	unsatisfied	adj	A2.1	
agradecido	grateful	adj	A2.1	
emocionar	to excite	verb	A2.1	
preocupar	to worry (someone)	verb	A2.1	
relajar	to relax (someone)	verb	A2.1	
relajarse	to relax	verb	A2.1	media|reflexive
estresar	to stress (someone)	verb	A2.1	
estresarse	to get stressed	verb	A2.1	reflexive
confundir	to confuse	verb	A2.1	
confundirse	to get confused	verb	A2.1	reflexive
aliviar	to relieve	verb	A2.1	
aliviarse	to feel relief	verb	A2.1	reflexive
frustrar	to frustrate	verb	A2.1	
frustrarse	to get frustrated	verb	A2.1	reflexive
enojar	to anger	verb	A2.1	
sorprender	to surprise	verb	A2.1	
profundamente	deeply	verb	A2.1	
intensamente	intensely	verb	A2.1	
completamente	completely	verb	A2.1	health
totalmente	totally	verb	A2.1	
realmente	really	verb	A2.1	
verdaderamente	truly	verb	A2.1	
bienestar	well-being	noun	A2.1	health
síntoma	symptom	noun	A2.1	health
diagnóstico	diagnosis	noun	A2.1	health
tratamiento	treatment	noun	A2.1	health
medicamento	medication	noun	A2.1	health
dolor	pain	noun	A2.1	health
infección	infection	noun	A2.1	health
cicatriz	scar	noun	A2.1	health
presión arterial	blood pressure	phrase	A2.1	health
médico	doctor	noun	A2.1	health
especialista	specialist	noun	A2.1	health
cirujano	surgeon	noun	A2.1	health
dentista	dentist	noun	A2.1	health
psicólogo	psychologist	noun	A2.1	health
hospital	hospital	noun	A2.1	health|work
clínica	clinic	noun	A2.1	health
consultorio	doctor's office	noun	A2.1	health
farmacia	pharmacy	noun	A2.1	health
ambulancia	ambulance	noun	A2.1	health
emergencia	emergency	noun	A2.1	health
urgencia	urgency	noun	A2.1	health
enfermar	to get sick	verb	A2.1	health
enfermarse	to get sick	verb	A2.1	health|reflexive
curar	to cure	verb	A2.1	health
curarse	to get better	verb	A2.1	health|reflexive
sanar	to heal	verb	A2.1	health
mejorar	to improve	verb	A2.1	health
mejorarse	to get better	verb	A2.1	health|reflexive
empeorar	to worsen	verb	A2.1	health
empeorarse	to get worse	verb	A2.1	health|reflexive
recuperar	to recover	verb	A2.1	health
recuperarse	to recover	verb	A2.1	health|reflexive
lastimar	to hurt	verb	A2.1	health
lastimarse	to hurt oneself	verb	A2.1	health|reflexive
operar	to operate	verb	A2.1	health
examinar	to examine	verb	A2.1	health
recetar	to prescribe	verb	A2.1	health
tomar medicinas	to take medicine	phrase	A2.1	health
enfermo	sick	adj	A2.1	health
grave	serious	adj	A2.1	health
leve	mild	adj	A2.1	health
crónico	chronic	adj	A2.1	health
agudo	acute	adj	A2.1	health
contagioso	contagious	adj	A2.1	health
alérgico	allergic	adj	A2.1	health
gravemente	seriously	verb	A2.1	health
levemente	mildly	verb	A2.1	health
tecnología	technology	noun	A2.1	tech
computadora	computer	noun	A2.1	tech
laptop	laptop	noun	A2.1	tech
teléfono inteligente	smartphone	phrase	A2.1	tech
tableta	tablet	noun	A2.1	tech
radio	radio	noun	A2.1	media|tech
cámara	camera	noun	A2.1	tech
videocámara	video camera	noun	A2.1	tech
grabadora	recorder	noun	A2.1	tech
reproductor	player	noun	A2.1	tech
audífonos	headphones	noun	A2.1	tech
altavoces	speakers	noun	A2.1	tech
pantalla	screen	noun	A2.1	tech
teclado	keyboard	noun	A2.1	tech
red	network	noun	A2.1	tech
chat	chat	noun	A2.1	tech
video llamada	video call	phrase	A2.1	tech
red social	social network	phrase	A2.1	tech
blog	blog	noun	A2.1	tech
software	software	noun	A2.1	tech
utilizar	to utilize	verb	A2.1	tech
conectarse	to connect	verb	A2.1	reflexive|tech
desconectar	to disconnect	verb	A2.1	tech
desconectarse	to disconnect	verb	A2.1	reflexive|tech
encender	to turn on	verb	A2.1	tech
apagar	to turn off	verb	A2.1	tech
funcionar	to work, function	verb	A2.1	tech
descomponerse	to break down	verb	A2.1	reflexive|tech
reparar	to repair	verb	A2.1	tech
instalar	to install	verb	A2.1	tech
desinstalar	to uninstall	verb	A2.1	tech
descargar	to download	verb	A2.1	tech
navegar	to browse	verb	A2.1	tech
chatear	to chat	verb	A2.1	tech
grabar	to record	verb	A2.1	tech
imprimir	to print	verb	A2.1	tech
moderno	modern	adj	A2.1	media|tech
avanzado	advanced	adj	A2.1	education|tech
útil	useful	adj	A2.1	education|tech
práctico	practical	adj	A2.1	education|tech
portátil	portable	adj	A2.1	tech
inalámbrico	wireless	adj	A2.1	tech
digital	digital	adj	A2.1	tech
electrónico	electronic	adj	A2.1	tech
educación	education	noun	A2.1	education
enseñanza	teaching	noun	A2.1	education
aprendizaje	learning	noun	A2.1	education
conocimiento	knowledge	noun	A2.1	education
escuela primaria	elementary school	phrase	A2.1	education
escuela secundaria	middle school	phrase	A2.1	education
preparatoria	high school	phrase	A2.1	education
academia	academy	noun	A2.1	education
laboratorio	laboratory	noun	A2.1	education
biblioteca	library	noun	A2.1	education
aula	classroom	noun	A2.1	education
salón de clases	classroom	phrase	A2.1	education
auditorio	auditorium	noun	A2.1	education
cafetería	cafeteria	noun	A2.1	education
oficina	office	noun	A2.1	education|work
libro de texto	textbook	phrase	A2.1	education
cuaderno	notebook	noun	A2.1	education
libreta	notebook	noun	A2.1	education
lápiz	pencil	noun	A2.1	education
marcador	marker	noun	A2.1	education
borrador	eraser	noun	A2.1	education
regla	ruler	noun	A2.1	education
calculadora	calculator	noun	A2.1	education
diccionario	dictionary	noun	A2.1	education
enciclopedia	encyclopedia	noun	A2.1	education
atlas	atlas	noun	A2.1	education
pizarrón	blackboard	noun	A2.1	education
escritorio	desk	noun	A2.1	education
silla	chair	noun	A2.1	education
mesa	table	noun	A2.1	education|food
mochila	backpack	noun	A2.1	education|travel
materia	subject	noun	A2.1	education
español	Spanish	noun	A2.1	education
inglés	English	noun	A2.1	education
música	music	noun	A2.1	education
filosofía	philosophy	noun	A2.1	education
psicología	psychology	noun	A2.1	education
informática	computer science	noun	A2.1	education
entender	to understand	verb	A2.1	education
comprender	to understand	verb	A2.1	education
memorizar	to memorize	verb	A2.1	education
recordar	to remember	verb	A2.1	education
olvidar	to forget	verb	A2.1	education
repasar	to review	verb	A2.1	education
investigar	to research	verb	A2.1	education
analizar	to analyze	verb	A2.1	education
comparar	to compare	verb	A2.1	education
describir	to describe	verb	A2.1	education
definir	to define	verb	A2.1	education
resolver	to solve	verb	A2.1	education|work
calcular	to calculate	verb	A2.1	education
tomar apuntes	to take notes	phrase	A2.1	education
quiz	quiz	noun	A2.1	education
ensayo	essay	noun	A2.1	education
trabajo	assignment, job, work	noun	A2.1	education|work
calificación	grade	noun	A2.1	education
resultado	result	noun	A2.1	education
puntuación	score	noun	A2.1	education
beca	scholarship	noun	A2.1	education
diploma	diploma	noun	A2.1	education
título	degree	noun	A2.1	education
certificado	certificate	noun	A2.1	education
reprobar	to fail	verb	A2.1	education
graduarse	to graduate	verb	A2.1	education|reflexive
inscribirse	to enroll	verb	A2.1	education|reflexive
matricularse	to register	verb	A2.1	education|reflexive
asistir	to attend	verb	A2.1	education|media
faltar	to miss (class)	verb	A2.1	education
corregir	to correct	verb	A2.1	education
evaluar	to evaluate	verb	A2.1	education
calificar	to grade	verb	A2.1	education
complicado	complicated	adj	A2.1	education
simple	simple	adj	A2.1	education
teórico	theoretical	adj	A2.1	education
básico	basic	adj	A2.1	education
elemental	elementary	adj	A2.1	education
superior	higher	adj	A2.1	education
excelente	excellent	adj	A2.1	education
regular	average	adj	A2.1	education
perfecto	perfect	adj	A2.1	education
carrera	career	noun	A2.1	work
ocupación	occupation	noun	A2.1	work
compañía	company	noun	A2.1	work
negocio	business	noun	A2.1	work
organización	organization	noun	A2.1	work
fábrica	factory	noun	A2.1	work
tienda	store	noun	A2.1	work
restaurante	restaurant	noun	A2.1	food|work
hotel	hotel	noun	A2.1	travel|work
banco	bank	noun	A2.1	work
empleado	employee	noun	A2.1	work
trabajador	worker	noun	A2.1	work
gerente	manager	noun	A2.1	work
director	director	noun	A2.1	media|work
supervisor	supervisor	noun	A2.1	work
secretario	secretary	noun	A2.1	work
asistente	assistant	noun	A2.1	work
contador	accountant	noun	A2.1	work
cliente	client, customer	noun	A2.1	food|work
personal	staff	noun	A2.1	work
completar	to complete	verb	A2.1	work
realizar	to carry out	verb	A2.1	work
organizar	to organize	verb	A2.1	travel|work
planificar	to plan	verb	A2.1	travel|work
dirigir	to manage	verb	A2.1	work
supervisar	to supervise	verb	A2.1	work
colaborar	to collaborate	verb	A2.1	work
discutir	to discuss	verb	A2.1	work
decidir	to decide	verb	A2.1	work
crear	to create	verb	A2.1	work
desarrollar	to develop	verb	A2.1	work
producir	to produce	verb	A2.1	work
atender	to attend to	verb	A2.1	work
proyecto	project	noun	A2.1	work
tarea	task	noun	A2.1	work
responsabilidad	responsibility	noun	A2.1	work
objetivo	objective	noun	A2.1	work
deadline	deadline	noun	A2.1	work
turno	shift	noun	A2.1	work
pago	payment	noun	A2.1	work
aumento	raise	noun	A2.1	work
promoción	promotion	noun	A2.1	work
habilidad	skill	noun	A2.1	work
capacitación	training	noun	A2.1	work
profesional	professional	adj	A2.1	work
eficiente	efficient	adj	A2.1	work
productivo	productive	adj	A2.1	work
responsable	responsible	adj	A2.1	work
organizado	organized	adj	A2.1	work
creativo	creative	adj	A2.1	media|work
ambicioso	ambitious	adj	A2.1	work
dedicado	dedicated	adj	A2.1	work
comprometido	committed	adj	A2.1	work
exitoso	successful	adj	A2.1	work
competente	competent	adj	A2.1	work
calificado	qualified	adj	A2.1	work
experimentado	experienced	adj	A2.1	work
vegetales	vegetables	noun	A2.1	food
verduras	vegetables	noun	A2.1	food
ajo	garlic	noun	A2.1	food
brócoli	broccoli	noun	A2.1	food
chile	pepper	noun	A2.1	food
apio	celery	noun	A2.1	food
pepino	cucumber	noun	A2.1	food
rábano	radish	noun	A2.1	food
espinaca	spinach	noun	A2.1	food
col	cabbage	noun	A2.1	food
pimienta	pepper	noun	A2.1	food
harina	flour	noun	A2.1	food
mantequilla	butter	noun	A2.1	food
margarina	margarine	noun	A2.1	food
vinagre	vinegar	noun	A2.1	food
limón	lemon	noun	A2.1	food
especias	spices	noun	A2.1	food
condimento	seasoning	noun	A2.1	food
salsa	sauce	noun	A2.1	food
aderezo	dressing	noun	A2.1	food
preparar	to prepare	verb	A2.1	food
freír	to fry	verb	A2.1	food
hervir	to boil	verb	A2.1	food
asar	to roast, grill	verb	A2.1	food
guisar	to stew	verb	A2.1	food
saltear	to sauté	verb	A2.1	food
mezclar	to mix	verb	A2.1	food
revolver	to stir	verb	A2.1	food
batir	to beat	verb	A2.1	food
picar	to chop	verb	A2.1	food
pelar	to peel	verb	A2.1	food
condimentar	to season	verb	A2.1	food
calentar	to heat	verb	A2.1	food
enfriar	to cool	verb	A2.1	food
cocina	stove, kitchen	noun	A2.1	food
refrigerador	refrigerator	noun	A2.1	food
licuadora	blender	noun	A2.1	food
batidora	mixer	noun	A2.1	food
tostadora	toaster	noun	A2.1	food
cafetera	coffee maker	noun	A2.1	food
sartén	frying pan	noun	A2.1	food
olla	pot	noun	A2.1	food
cazuela	casserole	noun	A2.1	food
cuchillo	knife	noun	A2.1	food
tenedor	fork	noun	A2.1	food
cuchara	spoon	noun	A2.1	food
cucharita	teaspoon	noun	A2.1	food
plato	plate	noun	A2.1	food
tazón	bowl	noun	A2.1	food
vaso	glass	noun	A2.1	food
taza	cup	noun	A2.1	food
chef	chef	noun	A2.1	food
reservación	reservation	noun	A2.1	food
orden	order	noun	A2.1	food
servicio	service	noun	A2.1	food|travel
especialidad	specialty	noun	A2.1	food
entrada	appetizer	noun	A2.1	food
plato principal	main course	phrase	A2.1	food
bebida	drink	noun	A2.1	food
sentarse	to sit down	verb	A2.1	food|reflexive
ordenar	to order	verb	A2.1	food
dejar propina	to leave a tip	phrase	A2.1	food
exquisito	exquisite	adj	A2.1	food
agrio	sour	adj	A2.1	food
amargo	bitter	adj	A2.1	food
picante	spicy	adj	A2.1	food
suave	mild	adj	A2.1	food
fuerte	strong	adj	A2.1	food
tierno	tender	adj	A2.1	food
duro	hard	adj	A2.1	food
crujiente	crispy	adj	A2.1	food
jugoso	juicy	adj	A2.1	food
seco	dry	adj	A2.1	food
graso	greasy	adj	A2.1	food
ligero	light	adj	A2.1	food
pesado	heavy	adj	A2.1	food
tibio	warm	adj	A2.1	food
itinerario	itinerary	noun	A2.1	travel
destino	destination	noun	A2.1	travel
ruta	route	noun	A2.1	travel
mapa	map	noun	A2.1	travel
guía turística	tour guide	phrase	A2.1	travel
agencia de viajes	travel agency	phrase	A2.1	travel
tour	tour	noun	A2.1	travel
vehículo	vehicle	noun	A2.1	travel
terminal	terminal	noun	A2.1	travel
puerto	port	noun	A2.1	travel
parada	stop	noun	A2.1	travel
andén	platform	noun	A2.1	travel
vuelo	flight	noun	A2.1	travel
pasaje	ticket	noun	A2.1	travel
visa	visa	noun	A2.1	travel
seguridad	security	noun	A2.1	travel
alojamiento	accommodation	noun	A2.1	travel
motel	motel	noun	A2.1	travel
hostal	hostel	noun	A2.1	travel
posada	inn	noun	A2.1	travel
habitación	room	noun	A2.1	travel
suite	suite	noun	A2.1	travel
huésped	guest	noun	A2.1	travel
desayuno incluido	breakfast included		A2.1	travel
wifi	wifi	noun	A2.1	travel
piscina	pool	noun	A2.1	travel
aterrizar	to land	verb	A2.1	travel
despegar	to take off	verb	A2.1	travel
abordar	to board	verb	A2.1	travel
registrarse	to check in	verb	A2.1	reflexive|travel
hospedarse	to stay	verb	A2.1	reflexive|travel
explorar	to explore	verb	A2.1	travel
descubrir	to discover	verb	A2.1	travel
comprar souvenirs	to buy souvenirs	phrase	A2.1	travel
regresar	to return	verb	A2.1	travel
volver	to return	verb	A2.1	travel
hermoso	beautiful	adj	A2.1	travel
impresionante	impressive	adj	A2.1	media|travel
relajante	relaxing	adj	A2.1	travel
aventurero	adventurous	adj	A2.1	travel
cultural	cultural	adj	A2.1	travel
histórico	historical	adj	A2.1	travel
turístico	touristic	adj	A2.1	travel
exótico	exotic	adj	A2.1	travel
tropical	tropical	adj	A2.1	travel
internacional	international	adj	A2.1	travel
doméstico	domestic	adj	A2.1	travel
caro	expensive	adj	A2.1	travel
barato	cheap	adj	A2.1	travel
entretenimiento	entertainment	noun	A2.1	media
función	show, performance	noun	A2.1	media
representación	performance	noun	A2.1	media
recital	recital	noun	A2.1	media
obra de teatro	play	phrase	A2.1	media
musical	musical	noun	A2.1	media
ópera	opera	noun	A2.1	media
ballet	ballet	noun	A2.1	media
circo	circus	noun	A2.1	media
festival	festival	noun	A2.1	media
feria	fair	noun	A2.1	media
medios	media	noun	A2.1	media
revista	magazine	noun	A2.1	media
programa	program	noun	A2.1	media
noticia	news	noun	A2.1	media
noticias	news	noun	A2.1	media
reportaje	report	noun	A2.1	media
entrevista	interview	noun	A2.1	media
comercial	commercial	noun	A2.1	media
película	movie	noun	A2.1	media
film	film	noun	A2.1	media
temporada	season	noun	A2.1	media
género	genre	noun	A2.1	media
romance	romance	noun	A2.1	media
suspenso	suspense	noun	A2.1	media
animación	animation	noun	A2.1	media
actor	actor, actress	noun	A2.1	media
reparto	cast	noun	A2.1	media
trama	plot	noun	A2.1	media
guión	script	noun	A2.1	media
banda sonora	soundtrack	noun	A2.1	media
disfrutar	to enjoy	verb	A2.1	media
entretenerse	to entertain oneself	verb	A2.1	media|reflexive
comentar	to comment	verb	A2.1	media
opinar	to give an opinion	verb	A2.1	media
entretenido	entertaining	adj	A2.1	media
fascinante	fascinating	adj	A2.1	media
conmovedor	moving	adj	A2.1	media
gracioso	funny	adj	A2.1	media
triste	sad	adj	A2.1	media
dramático	dramatic	adj	A2.1	media
romántico	romantic	adj	A2.1	media
aterrador	terrifying	adj	A2.1	media
suspensivo	suspenseful	adj	A2.1	media
educativo	educational	adj	A2.1	media
artístico	artistic	adj	A2.1	media
clásico	classic	adj	A2.1	media
popular	popular	adj	A2.1	media
famoso	famous	adj	A2.1	media
